liga,time,jogo,jogador,posicao_x,posicao_y,velocidade,batimentos
Primeira Liga,Vitória SC,Jogo 30,André Silva,62,59,33.0,166
Premier League,Manchester City,Jogo 30,Phil Foden,89,71,30.0,173
Bundesliga,RB Leipzig,Jogo 30,Willi Orbán,53,24,28.7,159
Ligue 1,Marseille,Jogo 30,Pau López,86,34,30.8,159
Bundesliga,Freiburg,Jogo 30,Vincenzo Grifo,73,64,22.5,158
Serie A,Inter de Milão,Jogo 30,Federico Dimarco,65,65,25.3,189
Premier League,Tottenham,Jogo 30,Destiny Udogie,29,8,26.2,152
Premier League,Chelsea,Jogo 30,Raheem Sterling,83,16,33.6,187
Ligue 1,Nice,Jogo 30,Sofiane Diop,97,23,20.9,183
Brasileirão,Corinthians,Jogo 30,Cássio,19,0,26.0,171
Ligue 1,Nice,Jogo 30,Sofiane Diop,86,93,27.6,166
Primeira Liga,Braga,Jogo 30,Rodrigo Zalazar,45,3,27.4,170
Brasileirão,Corinthians,Jogo 30,Fagner,87,50,30.4,162
Premier League,Liverpool,Jogo 30,Mohamed Salah,31,16,34.3,188
Ligue 1,Paris Saint-Germain,Jogo 30,Ousmane Dembélé,66,95,26.8,159
Primeira Liga,Porto,Jogo 30,Wendell,87,56,22.0,179
Premier League,Chelsea,Jogo 30,Reece James,92,47,31.0,158
Ligue 1,Monaco,Jogo 30,Caio Henrique,3,79,28.8,185
Serie A,Roma,Jogo 30,Lorenzo Pellegrini,65,57,28.9,184
Primeira Liga,Braga,Jogo 30,Simon Banza,84,100,20.1,186
Eredivisie,PSV Eindhoven,Jogo 30,Joey Veerman,1,17,21.2,189
Eredivisie,Twente,Jogo 30,Sem Steijn,95,49,20.5,176
Eredivisie,Ajax,Jogo 30,Devyne Rensch,65,87,32.9,170
Eredivisie,Utrecht,Jogo 30,Taylor Booth,92,80,24.2,156
Eredivisie,PSV Eindhoven,Jogo 30,Ismael Saibari,36,86,34.9,154
Eredivisie,Ajax,Jogo 30,Brian Brobbey,37,65,34.4,150
Premier League,Manchester United,Jogo 30,Raphaël Varane,12,90,34.9,167
Eredivisie,Feyenoord,Jogo 30,Quinten Timber,78,31,32.2,158
Eredivisie,Twente,Jogo 30,Michel Vlap,5,29,34.1,158
Ligue 1,Lyon,Jogo 30,Dejan Lovren,10,34,31.0,151
Premier League,Manchester City,Jogo 30,Phil Foden,97,36,22.5,174
Ligue 1,Lyon,Jogo 30,Alexandre Lacazette,78,96,21.9,190
Brasileirão,São Paulo,Jogo 30,Lucas Moura,66,2,31.3,153
Brasileirão,Corinthians,Jogo 30,Fagner,36,94,21.1,168
Premier League,Liverpool,Jogo 30,Alisson,58,55,29.5,164
Primeira Liga,Braga,Jogo 30,Ricardo Horta,78,10,29.2,154
Premier League,Manchester City,Jogo 30,Erling Haaland,98,18,21.5,154
Premier League,Tottenham,Jogo 30,Cristian Romero,4,83,22.3,174
Ligue 1,Marseille,Jogo 30,Jonathan Clauss,87,37,28.3,178
Bundesliga,Bayer Leverkusen,Jogo 30,Exequiel Palacios,54,30,29.2,173
La Liga,Atlético Madrid,Jogo 30,Álvaro Morata,3,24,27.3,156
Serie A,Milan,Jogo 30,Olivier Giroud,38,64,30.6,150
Serie A,Inter de Milão,Jogo 30,Benjamin Pavard,70,89,25.2,183
Serie A,Inter de Milão,Jogo 30,Lautaro Martínez,36,100,22.8,185
Premier League,Chelsea,Jogo 30,Enzo Fernández,94,7,21.2,171
Brasileirão,Flamengo,Jogo 30,Éverton Ribeiro,58,50,32.6,164
Ligue 1,Monaco,Jogo 31,Aleksandr Golovin,89,6,27.2,178
Brasileirão,Palmeiras,Jogo 31,Endrick,33,25,24.4,160
Serie A,Roma,Jogo 31,Lorenzo Pellegrini,83,29,31.1,172
Primeira Liga,Benfica,Jogo 31,Nicolás Otamendi,73,36,34.8,187
La Liga,Real Madrid,Jogo 31,Rodrygo,6,43,33.5,150
La Liga,Atlético Madrid,Jogo 31,Antoine Griezmann,87,73,22.9,164
La Liga,Sevilla,Jogo 31,Ivan Rakitić,58,46,25.1,180
Premier League,Chelsea,Jogo 31,Reece James,66,9,32.2,184
Premier League,Chelsea,Jogo 31,Enzo Fernández,43,36,22.8,188
Premier League,Manchester United,Jogo 31,Raphaël Varane,92,42,28.2,151
Brasileirão,Palmeiras,Jogo 31,Raphael Veiga,61,93,20.9,177
Ligue 1,Lille,Jogo 31,Jonathan David,60,69,21.4,166
Eredivisie,Utrecht,Jogo 31,Taylor Booth,23,89,32.5,169
Premier League,Manchester City,Jogo 31,Phil Foden,22,71,28.5,163
Premier League,Manchester City,Jogo 31,Rodri,79,36,26.6,185
Serie A,Inter de Milão,Jogo 31,Federico Dimarco,12,21,32.6,173
Eredivisie,Twente,Jogo 31,Robin Pröpper,46,83,20.2,152
Bundesliga,Bayer Leverkusen,Jogo 31,Victor Boniface,20,24,27.4,171
Bundesliga,Bayern Munich,Jogo 31,Leroy Sané,30,31,34.7,179
Premier League,Liverpool,Jogo 31,Darwin Núñez,19,38,31.9,174
Primeira Liga,Estoril,Jogo 31,Rodrigo Martins,38,3,21.3,154
Serie A,Roma,Jogo 31,Lorenzo Pellegrini,11,40,33.5,155
Bundesliga,RB Leipzig,Jogo 31,Xavi Simons,49,74,26.0,158
Brasileirão,São Paulo,Jogo 31,James Rodríguez,21,90,31.4,178
Brasileirão,São Paulo,Jogo 31,Calleri,25,23,30.1,181
Serie A,Napoli,Jogo 31,Giovanni Di Lorenzo,100,13,34.4,158
Serie A,Lazio,Jogo 31,Mattéo Guendouzi,63,48,32.1,158
Bundesliga,Bayern Munich,Jogo 31,Jamal Musiala,66,58,32.5,182
Primeira Liga,Braga,Jogo 31,Rodrigo Zalazar,58,28,30.8,160
Eredivisie,PSV Eindhoven,Jogo 31,Joey Veerman,97,65,34.8,184
Bundesliga,Freiburg,Jogo 31,Christian Günter,90,63,33.5,164
Eredivisie,Twente,Jogo 31,Ricky van Wolfswinkel,21,30,32.3,188
Serie A,Juventus,Jogo 31,Dusan Vlahovic,75,16,26.0,155
Bundesliga,RB Leipzig,Jogo 31,Willi Orbán,19,53,24.7,150
La Liga,Atlético Madrid,Jogo 31,Álvaro Morata,6,81,34.3,183
Premier League,Arsenal,Jogo 31,Martin Ødegaard,33,84,22.9,156
Premier League,Tottenham,Jogo 31,James Maddison,55,78,21.3,187
Ligue 1,Lyon,Jogo 31,Alexandre Lacazette,82,90,23.0,160
Primeira Liga,Braga,Jogo 31,Rodrigo Zalazar,28,84,25.6,174
Brasileirão,Atlético Mineiro,Jogo 31,Igor Gomes,89,55,20.5,178
Premier League,Chelsea,Jogo 31,Raheem Sterling,66,39,34.5,169
Serie A,Napoli,Jogo 31,Piotr Zieliński,82,46,27.0,158
La Liga,Barcelona,Jogo 31,Gavi,19,73,33.0,162
Primeira Liga,Braga,Jogo 31,Alvaro Djaló,49,13,28.4,157
Premier League,Manchester United,Jogo 31,Mason Mount,76,5,22.3,188
Ligue 1,Lille,Jogo 31,Edon Zhegrova,40,84,27.0,157
Eredivisie,Twente,Jogo 31,Manfred Ugalde,76,18,26.6,178
La Liga,Real Betis,Jogo 31,Isco,56,18,31.1,158
Primeira Liga,Benfica,Jogo 31,Alexander Bah,77,70,32.8,190
Eredivisie,Utrecht,Jogo 31,Taylor Booth,29,14,32.9,172
Serie A,Napoli,Jogo 32,Victor Osimhen,52,94,22.4,188
Ligue 1,Monaco,Jogo 32,Youssouf Fofana,17,29,26.8,153
La Liga,Sevilla,Jogo 32,Ivan Rakitić,88,44,29.8,177
Eredivisie,Ajax,Jogo 32,Steven Berghuis,69,54,31.3,190
La Liga,Atlético Madrid,Jogo 32,Koke,98,41,30.5,190
Premier League,Tottenham,Jogo 32,Son Heung-min,84,82,25.0,158
La Liga,Barcelona,Jogo 32,Robert Lewandowski,47,36,20.5,174
Primeira Liga,Porto,Jogo 32,Galeno,54,12,21.0,163
Premier League,Chelsea,Jogo 32,Reece James,53,76,24.4,187
Ligue 1,Monaco,Jogo 32,Breel Embolo,36,51,21.5,182
Eredivisie,Feyenoord,Jogo 32,Quinten Timber,2,17,23.7,178
La Liga,Barcelona,Jogo 32,Robert Lewandowski,2,91,23.6,176
Primeira Liga,Braga,Jogo 32,Simon Banza,79,53,20.8,171
Serie A,Napoli,Jogo 32,Giovanni Di Lorenzo,72,65,24.4,187
Brasileirão,Atlético Mineiro,Jogo 32,Hulk,54,22,34.3,161
Ligue 1,Marseille,Jogo 32,Pau López,35,17,30.5,156
Bundesliga,Bayern Munich,Jogo 32,Leroy Sané,51,79,33.0,172
Brasileirão,São Paulo,Jogo 32,Lucas Moura,23,35,33.1,171
Serie A,Inter de Milão,Jogo 32,Hakan Çalhanoğlu,10,92,34.6,173
Ligue 1,Marseille,Jogo 32,Geoffrey Kondogbia,21,64,20.6,179
Bundesliga,Wolfsburg,Jogo 32,Maxence Lacroix,58,59,27.3,150
Serie A,Inter de Milão,Jogo 32,Nicolò Barella,0,13,32.8,184
Bundesliga,RB Leipzig,Jogo 32,Dani Olmo,50,85,34.1,163
Eredivisie,Twente,Jogo 32,Manfred Ugalde,33,67,22.8,160
Eredivisie,Utrecht,Jogo 32,Jens Toornstra,69,29,31.4,163
Eredivisie,Ajax,Jogo 32,Steven Bergwijn,43,14,26.8,162
Primeira Liga,Porto,Jogo 32,Galeno,71,85,26.3,164
Premier League,Arsenal,Jogo 32,Bukayo Saka,39,47,22.6,156
Bundesliga,Freiburg,Jogo 32,Christian Günter,20,100,32.4,162
Premier League,Chelsea,Jogo 32,Reece James,19,4,23.1,182
Eredivisie,AZ Alkmaar,Jogo 32,Ruben van Bommel,9,55,34.0,181
Primeira Liga,Vitória SC,Jogo 32,Tomás Silva,93,72,32.6,156
Serie A,Inter de Milão,Jogo 32,Lautaro Martínez,82,57,20.3,153
La Liga,Villarreal,Jogo 32,Gerard Moreno,79,45,23.4,190
Ligue 1,Lyon,Jogo 32,Anthony Lopes,62,23,21.6,182
La Liga,Villarreal,Jogo 32,Raúl Albiol,28,12,32.0,168
Serie A,Lazio,Jogo 32,Luis Alberto,5,83,28.1,160
Primeira Liga,Vitória SC,Jogo 32,Tiago Silva,36,4,25.6,164
Eredivisie,AZ Alkmaar,Jogo 32,Yukinari Sugawara,52,62,27.0,150
Bundesliga,Bayern Munich,Jogo 32,Alphonso Davies,42,42,24.7,176
Serie A,Juventus,Jogo 32,Manuel Locatelli,8,100,24.7,158
Brasileirão,Palmeiras,Jogo 32,Dudu,62,29,27.2,183
Ligue 1,Nice,Jogo 32,Terem Moffi,54,31,25.7,173
La Liga,Villarreal,Jogo 32,Gerard Moreno,32,65,27.0,171
Eredivisie,Utrecht,Jogo 32,Sam Lammers,65,25,23.1,170
Bundesliga,Bayer Leverkusen,Jogo 32,Alejandro Grimaldo,89,86,29.1,172
Primeira Liga,Vitória SC,Jogo 32,Bruno Gaspar,53,88,20.3,184
Eredivisie,AZ Alkmaar,Jogo 32,Yukinari Sugawara,20,80,32.3,172
Primeira Liga,Benfica,Jogo 32,Rafa Silva,41,86,33.4,162
Ligue 1,Monaco,Jogo 32,Youssouf Fofana,30,63,21.7,151
Eredivisie,Twente,Jogo 33,Sem Steijn,3,71,26.0,190
La Liga,Villarreal,Jogo 33,Raúl Albiol,5,93,29.7,169
La Liga,Atlético Madrid,Jogo 33,Antoine Griezmann,82,38,32.2,179
Ligue 1,Marseille,Jogo 33,Jonathan Clauss,91,15,28.4,160
La Liga,Sevilla,Jogo 33,Youssef En-Nesyri,61,24,34.4,183
La Liga,Barcelona,Jogo 33,Jules Koundé,42,3,22.6,157
Eredivisie,Twente,Jogo 33,Ricky van Wolfswinkel,19,69,31.7,181
La Liga,Villarreal,Jogo 33,Raúl Albiol,2,63,22.4,168
Primeira Liga,Benfica,Jogo 33,Nicolás Otamendi,2,44,30.0,164
Premier League,Arsenal,Jogo 33,Declan Rice,99,56,23.0,171
Ligue 1,Nice,Jogo 33,Gaëtan Laborde,52,58,22.8,167
La Liga,Atlético Madrid,Jogo 33,Álvaro Morata,41,12,22.0,175
Brasileirão,Atlético Mineiro,Jogo 33,Igor Gomes,39,54,22.8,150
Primeira Liga,Porto,Jogo 33,Galeno,34,54,28.0,174
Serie A,Inter de Milão,Jogo 33,Benjamin Pavard,31,95,23.8,172
Bundesliga,RB Leipzig,Jogo 33,Xavi Simons,38,28,21.2,189
Brasileirão,Fluminense,Jogo 33,Ganso,75,3,21.6,179
Brasileirão,Fluminense,Jogo 33,Nino,12,41,24.4,163
Primeira Liga,Sporting CP,Jogo 33,Pedro Gonçalves,7,4,31.2,183
Eredivisie,AZ Alkmaar,Jogo 33,Yukinari Sugawara,10,48,21.1,152
La Liga,Real Betis,Jogo 33,Juan Miranda,82,73,34.7,165
Serie A,Lazio,Jogo 33,Mattéo Guendouzi,70,98,34.3,183
Eredivisie,Utrecht,Jogo 33,Mike van der Hoorn,97,3,21.9,162
Ligue 1,Lille,Jogo 33,Yusuf Yazıcı,58,69,30.7,176
Bundesliga,Wolfsburg,Jogo 33,Jonas Wind,29,9,30.6,186
Bundesliga,Borussia Dortmund,Jogo 33,Mats Hummels,64,21,26.7,161
Serie A,Roma,Jogo 33,Gianluca Mancini,39,4,34.2,185
Eredivisie,Utrecht,Jogo 33,Mike van der Hoorn,48,62,30.2,153
Eredivisie,Twente,Jogo 33,Sem Steijn,27,50,27.3,187
Premier League,Liverpool,Jogo 33,Mohamed Salah,85,55,23.7,184
Primeira Liga,Sporting CP,Jogo 33,Morten Hjulmand,63,76,29.9,156
Eredivisie,Ajax,Jogo 33,Jorrel Hato,15,57,24.4,178
Serie A,Inter de Milão,Jogo 33,Federico Dimarco,34,73,30.2,164
Ligue 1,Nice,Jogo 33,Terem Moffi,17,58,25.5,182
Ligue 1,Lyon,Jogo 33,Anthony Lopes,96,13,31.4,179
Serie A,Napoli,Jogo 33,Piotr Zieliński,95,72,22.6,161
Serie A,Inter de Milão,Jogo 33,Hakan Çalhanoğlu,23,75,24.4,176
Eredivisie,Ajax,Jogo 33,Steven Berghuis,89,75,25.9,152
Premier League,Arsenal,Jogo 33,Bukayo Saka,17,92,22.7,157
Brasileirão,Fluminense,Jogo 33,Jhon Arias,41,2,21.8,151
La Liga,Sevilla,Jogo 33,Nemanja Gudelj,96,85,23.9,170
Serie A,Napoli,Jogo 33,Giovanni Di Lorenzo,75,96,27.0,185
Serie A,Juventus,Jogo 33,Manuel Locatelli,70,73,34.4,187
Bundesliga,Bayern Munich,Jogo 33,Harry Kane,12,99,23.4,180
Premier League,Tottenham,Jogo 33,James Maddison,11,53,26.6,150
Primeira Liga,Estoril,Jogo 33,Rodrigo Martins,81,43,29.2,159
Serie A,Inter de Milão,Jogo 33,Federico Dimarco,64,87,27.8,151
Bundesliga,Freiburg,Jogo 33,Vincenzo Grifo,47,85,33.5,180
Premier League,Manchester City,Jogo 33,Julián Álvarez,23,60,30.4,168
La Liga,Real Madrid,Jogo 33,David Alaba,75,23,27.3,184
Primeira Liga,Sporting CP,Jogo 34,Marcus Edwards,41,85,30.0,152
Serie A,Napoli,Jogo 34,Victor Osimhen,97,7,33.9,161
Eredivisie,Utrecht,Jogo 34,Jens Toornstra,50,89,23.0,176
Serie A,Roma,Jogo 34,Tammy Abraham,71,2,27.0,157
Bundesliga,Wolfsburg,Jogo 34,Koen Casteels,99,55,28.9,167
La Liga,Sevilla,Jogo 34,Lucas Ocampos,77,51,26.7,180
Serie A,Lazio,Jogo 34,Ciro Immobile,80,42,25.4,165
Eredivisie,Utrecht,Jogo 34,Sam Lammers,56,85,22.9,184
Eredivisie,Ajax,Jogo 34,Steven Bergwijn,87,34,30.7,174
Premier League,Manchester City,Jogo 34,Phil Foden,56,2,34.2,151
Primeira Liga,Vitória SC,Jogo 34,Tomás Silva,47,53,21.5,158
Bundesliga,Bayern Munich,Jogo 34,Leroy Sané,63,38,32.4,166
La Liga,Real Madrid,Jogo 34,Jude Bellingham,48,0,25.6,160
Ligue 1,Lyon,Jogo 34,Anthony Lopes,45,65,21.1,190
Bundesliga,Bayern Munich,Jogo 34,Jamal Musiala,35,60,21.6,188
Premier League,Chelsea,Jogo 34,Mykhailo Mudryk,51,53,32.5,183
Bundesliga,Borussia Dortmund,Jogo 34,Julian Brandt,97,48,34.0,159
Premier League,Tottenham,Jogo 34,Destiny Udogie,69,25,26.6,165
La Liga,Sevilla,Jogo 34,Nemanja Gudelj,69,12,35.0,170
Brasileirão,Flamengo,Jogo 34,Giorgian De Arrascaeta,11,62,29.6,154
Premier League,Tottenham,Jogo 34,Richarlison,82,4,32.2,157
Serie A,Napoli,Jogo 34,Giovanni Di Lorenzo,81,76,24.5,151
Ligue 1,Paris Saint-Germain,Jogo 34,Kylian Mbappé,31,76,26.7,152
La Liga,Atlético Madrid,Jogo 34,Antoine Griezmann,15,5,20.5,158
La Liga,Real Madrid,Jogo 34,Rodrygo,56,24,21.1,154
Ligue 1,Nice,Jogo 34,Sofiane Diop,91,34,31.6,153
Bundesliga,Wolfsburg,Jogo 34,Koen Casteels,1,79,27.8,185
Ligue 1,Marseille,Jogo 34,Jonathan Clauss,60,92,20.0,181
Premier League,Manchester City,Jogo 34,Kevin De Bruyne,10,19,20.5,157
La Liga,Real Madrid,Jogo 34,Jude Bellingham,9,42,24.9,165
Ligue 1,Marseille,Jogo 34,Pierre-Emerick Aubameyang,87,11,24.9,186
Serie A,Inter de Milão,Jogo 34,Federico Dimarco,97,41,32.0,158
Premier League,Liverpool,Jogo 34,Trent Alexander-Arnold,91,19,30.6,171
Premier League,Liverpool,Jogo 34,Darwin Núñez,85,12,26.5,177
Serie A,Juventus,Jogo 34,Dusan Vlahovic,19,38,33.4,179
Serie A,Napoli,Jogo 34,Giovanni Di Lorenzo,94,40,33.6,177
Ligue 1,Lille,Jogo 34,Leny Yoro,67,97,32.2,173
La Liga,Real Madrid,Jogo 34,Aurélien Tchouaméni,1,45,29.9,157
La Liga,Villarreal,Jogo 34,Raúl Albiol,1,62,31.2,186
Primeira Liga,Estoril,Jogo 34,Cassiano,89,97,23.1,180
Bundesliga,Bayern Munich,Jogo 34,Jamal Musiala,36,0,34.0,178
Bundesliga,Wolfsburg,Jogo 34,Koen Casteels,92,100,28.7,150
Serie A,Juventus,Jogo 34,Federico Chiesa,35,0,30.5,150
Premier League,Manchester United,Jogo 34,Casemiro,44,21,28.1,171
Eredivisie,Ajax,Jogo 34,Steven Berghuis,23,11,28.9,163
Ligue 1,Lyon,Jogo 34,Alexandre Lacazette,21,53,21.9,164
Serie A,Juventus,Jogo 34,Bremer,36,20,28.3,171
La Liga,Real Betis,Jogo 34,Germán Pezzella,36,16,23.4,189
Ligue 1,Monaco,Jogo 34,Youssouf Fofana,97,0,24.7,163
La Liga,Real Betis,Jogo 34,Germán Pezzella,39,99,26.9,170
Brasileirão,Corinthians,Jogo 35,Fábio Santos,60,44,20.4,183
Bundesliga,Freiburg,Jogo 35,Ritsu Doan,71,34,30.3,189
La Liga,Villarreal,Jogo 35,Daniel Parejo,65,60,21.0,173
Premier League,Manchester City,Jogo 35,Julián Álvarez,28,43,30.6,175
Bundesliga,Bayern Munich,Jogo 35,Leroy Sané,83,92,25.5,172
Primeira Liga,Porto,Jogo 35,Wendell,90,37,26.2,155
La Liga,Real Madrid,Jogo 35,David Alaba,18,53,34.2,161
Bundesliga,RB Leipzig,Jogo 35,Loïs Openda,54,62,32.4,186
Bundesliga,Bayern Munich,Jogo 35,Jamal Musiala,14,91,30.8,174
Bundesliga,Bayer Leverkusen,Jogo 35,Florian Wirtz,22,47,32.0,182
La Liga,Villarreal,Jogo 35,Gerard Moreno,7,41,34.3,172
La Liga,Villarreal,Jogo 35,Pau Torres,20,35,25.7,151
Brasileirão,Flamengo,Jogo 35,Gabigol,94,16,21.7,163
Serie A,Juventus,Jogo 35,Bremer,10,17,20.7,164
Primeira Liga,Benfica,Jogo 35,João Félix,46,25,24.3,160
Eredivisie,AZ Alkmaar,Jogo 35,Ruben van Bommel,21,30,32.1,165
Ligue 1,Lyon,Jogo 35,Alexandre Lacazette,86,88,20.3,187
Eredivisie,PSV Eindhoven,Jogo 35,Joey Veerman,38,20,28.2,182
La Liga,Villarreal,Jogo 35,Pau Torres,1,37,20.4,165
Brasileirão,Flamengo,Jogo 35,Éverton Ribeiro,47,47,21.3,170
Ligue 1,Lyon,Jogo 35,Alexandre Lacazette,21,96,21.2,158
Ligue 1,Monaco,Jogo 35,Youssouf Fofana,43,64,28.5,164
Primeira Liga,Braga,Jogo 35,Ricardo Horta,36,55,31.4,169
Eredivisie,Utrecht,Jogo 35,Sam Lammers,47,35,29.7,156
Eredivisie,Ajax,Jogo 35,Steven Bergwijn,13,77,24.3,155
Premier League,Arsenal,Jogo 35,Bukayo Saka,64,59,34.9,179
Serie A,Inter de Milão,Jogo 35,Federico Dimarco,47,54,26.7,151
La Liga,Atlético Madrid,Jogo 35,Koke,82,45,33.4,179
La Liga,Sevilla,Jogo 35,Lucas Ocampos,85,46,34.0,167
Ligue 1,Lyon,Jogo 35,Alexandre Lacazette,61,57,30.5,189
Serie A,Juventus,Jogo 35,Dusan Vlahovic,53,78,22.4,160
La Liga,Atlético Madrid,Jogo 35,Jan Oblak,12,83,32.8,172
Brasileirão,Atlético Mineiro,Jogo 35,Paulinho,62,8,24.8,157
Bundesliga,Bayer Leverkusen,Jogo 35,Victor Boniface,34,94,22.4,184
Serie A,Napoli,Jogo 35,Khvicha Kvaratskhelia,100,37,20.9,183
Brasileirão,Flamengo,Jogo 35,Giorgian De Arrascaeta,58,16,26.2,160
Premier League,Chelsea,Jogo 35,Thiago Silva,66,47,25.8,186
Serie A,Roma,Jogo 35,Tammy Abraham,26,75,27.1,163
Premier League,Chelsea,Jogo 35,Reece James,19,60,27.4,168
Premier League,Manchester United,Jogo 35,Marcus Rashford,2,32,28.4,159
Eredivisie,Feyenoord,Jogo 35,Dávid Hancko,56,72,22.9,170
Premier League,Manchester United,Jogo 35,Raphaël Varane,80,80,31.1,188
Primeira Liga,Braga,Jogo 35,José Fonte,57,42,20.4,186
La Liga,Atlético Madrid,Jogo 35,José Giménez,71,12,23.6,157
Eredivisie,Feyenoord,Jogo 35,Calvin Stengs,97,72,29.0,168
La Liga,Sevilla,Jogo 35,Youssef En-Nesyri,17,45,28.8,186
La Liga,Barcelona,Jogo 35,Jules Koundé,47,93,23.9,163
Premier League,Arsenal,Jogo 35,Gabriel Martinelli,84,31,34.5,155
Primeira Liga,Sporting CP,Jogo 35,Pedro Gonçalves,12,34,21.4,150
Ligue 1,Marseille,Jogo 35,Jonathan Clauss,20,98,24.6,168
Eredivisie,PSV Eindhoven,Jogo 36,Noa Lang,9,24,22.1,163
Premier League,Arsenal,Jogo 36,Declan Rice,2,45,33.1,174
Brasileirão,Fluminense,Jogo 36,Ganso,54,65,28.1,157
Brasileirão,Flamengo,Jogo 36,Bruno Henrique,89,53,22.1,176
Serie A,Roma,Jogo 36,Bryan Cristante,93,96,21.1,162
Premier League,Chelsea,Jogo 36,Thiago Silva,94,13,31.5,185
La Liga,Sevilla,Jogo 36,Sergio Ramos,49,44,25.7,187
Serie A,Roma,Jogo 36,Lorenzo Pellegrini,82,35,30.9,160
Eredivisie,Twente,Jogo 36,Manfred Ugalde,36,47,34.2,171
Serie A,Napoli,Jogo 36,Piotr Zieliński,36,8,29.5,163
Ligue 1,Paris Saint-Germain,Jogo 36,Marquinhos,14,38,28.5,186
Ligue 1,Marseille,Jogo 36,Jonathan Clauss,10,58,30.5,156
La Liga,Real Madrid,Jogo 36,David Alaba,39,37,26.6,150
La Liga,Sevilla,Jogo 36,Sergio Ramos,60,85,32.6,175
Serie A,Juventus,Jogo 36,Federico Chiesa,85,27,24.4,170
Eredivisie,Feyenoord,Jogo 36,Dávid Hancko,43,15,28.1,190
Ligue 1,Lille,Jogo 36,Leny Yoro,80,1,21.3,172
Premier League,Manchester City,Jogo 36,Phil Foden,86,41,20.7,167
La Liga,Atlético Madrid,Jogo 36,Álvaro Morata,67,94,20.8,171
Premier League,Tottenham,Jogo 36,Cristian Romero,55,1,33.0,187
Serie A,Milan,Jogo 36,Fikayo Tomori,60,24,24.9,187
Premier League,Tottenham,Jogo 36,Son Heung-min,74,21,31.1,190
Bundesliga,Borussia Dortmund,Jogo 36,Emre Can,92,94,30.4,175
Premier League,Manchester United,Jogo 36,Raphaël Varane,100,56,34.1,168
La Liga,Barcelona,Jogo 36,Jules Koundé,77,79,22.0,183
Premier League,Tottenham,Jogo 36,Son Heung-min,38,57,21.2,179
Eredivisie,Ajax,Jogo 36,Devyne Rensch,24,37,34.5,157
La Liga,Atlético Madrid,Jogo 36,Antoine Griezmann,2,70,34.2,178
Brasileirão,São Paulo,Jogo 36,Calleri,61,52,28.1,154
Ligue 1,Lille,Jogo 36,Jonathan David,29,36,29.0,182
Ligue 1,Lyon,Jogo 36,Anthony Lopes,58,26,21.7,151
Serie A,Juventus,Jogo 36,Manuel Locatelli,39,77,22.9,183
Brasileirão,Palmeiras,Jogo 36,Gustavo Gómez,86,8,22.9,156
Eredivisie,Twente,Jogo 36,Robin Pröpper,39,8,33.6,159
Serie A,Inter de Milão,Jogo 36,Hakan Çalhanoğlu,42,58,20.9,153
Brasileirão,Flamengo,Jogo 36,Bruno Henrique,7,88,33.4,169
Ligue 1,Lille,Jogo 36,Jonathan David,73,3,25.2,159
Serie A,Inter de Milão,Jogo 36,Benjamin Pavard,99,0,25.6,163
Serie A,Napoli,Jogo 36,Piotr Zieliński,40,17,24.8,155
Eredivisie,PSV Eindhoven,Jogo 36,Noa Lang,53,11,22.0,163
Brasileirão,Flamengo,Jogo 36,Giorgian De Arrascaeta,66,36,21.3,169
Ligue 1,Monaco,Jogo 36,Caio Henrique,79,52,30.0,154
Premier League,Chelsea,Jogo 36,Raheem Sterling,75,16,21.3,187
Bundesliga,Bayern Munich,Jogo 36,Leroy Sané,99,72,24.3,170
Ligue 1,Nice,Jogo 36,Gaëtan Laborde,86,78,22.7,157
Serie A,Roma,Jogo 36,Gianluca Mancini,84,64,25.2,183
Primeira Liga,Benfica,Jogo 36,Ángel Di María,88,72,31.6,166
Ligue 1,Lyon,Jogo 36,Alexandre Lacazette,80,8,21.4,162
Ligue 1,Marseille,Jogo 36,Geoffrey Kondogbia,91,44,25.6,173
Serie A,Lazio,Jogo 36,Luis Alberto,76,64,24.4,177
Ligue 1,Lyon,Jogo 37,Alexandre Lacazette,4,7,24.8,188
La Liga,Real Madrid,Jogo 37,Rodrygo,37,44,23.0,155
La Liga,Villarreal,Jogo 37,Gerard Moreno,83,37,22.5,158
Serie A,Inter de Milão,Jogo 37,Lautaro Martínez,76,29,22.5,173
Eredivisie,PSV Eindhoven,Jogo 37,Joey Veerman,59,89,28.4,186
La Liga,Atlético Madrid,Jogo 37,Álvaro Morata,15,99,23.2,189
Bundesliga,Bayern Munich,Jogo 37,Alphonso Davies,53,2,22.4,181
Primeira Liga,Estoril,Jogo 37,Cassiano,22,78,34.3,157
Ligue 1,Monaco,Jogo 37,Aleksandr Golovin,39,99,23.6,179
La Liga,Villarreal,Jogo 37,Gerard Moreno,79,57,34.6,173
La Liga,Atlético Madrid,Jogo 37,José Giménez,51,73,29.7,171
Premier League,Manchester City,Jogo 37,Kevin De Bruyne,48,21,21.8,172
Bundesliga,RB Leipzig,Jogo 37,Xavi Simons,100,22,22.3,150
La Liga,Villarreal,Jogo 37,Pau Torres,91,67,27.1,176
Serie A,Lazio,Jogo 37,Luis Alberto,5,13,25.4,174
Eredivisie,Utrecht,Jogo 37,Taylor Booth,51,50,29.4,177
Eredivisie,PSV Eindhoven,Jogo 37,Ismael Saibari,88,75,27.7,156
Primeira Liga,Porto,Jogo 37,Wendell,34,8,33.1,171
